task_id,employee_id,project_id,task_name,task_type,complexity,priority,status,story_points,estimated_hours,actual_hours,progress_percent,start_date,end_date,sprint_no,bug_count,dependency_task_id,remarks,task_domain,required_skill_context
T000157,E00406,P00157,Build order management API,Testing,Medium,Medium,In Progress,8,80,60,65,2024-03-30,2024-04-08,9,4,T000031,Support handoff required,Quality/Security,Java; PHP; Node.js
T000158,E00318,P00158,Execute performance test plan,Testing,High,Critical,To Do,11,55,65,0,2025-11-05,2025-11-28,1,3,NONE,Performance critical,Quality/Security,Python
T000159,E00286,P00159,Document vendor onboarding process,Testing,Medium,High,In Progress,6,72,74,23,2025-10-29,2025-11-01,6,1,T000141,High visibility,Quality/Security,SQL
T000160,E00103,P00160,Prioritize sprint backlog,Deployment,Medium,Medium,In Review,7,35,39,76,2023-07-28,2023-08-07,2,2,NONE,Automation opportunity,DevOps/Cloud,Git
T000161,E00275,P00161,Update design system components,Documentation,Medium,Medium,Done,8,80,59,100,2026-01-21,2026-01-26,8,1,NONE,Cross-team dependency,Frontend,JavaScript; React; Git
T000162,E00332,P00162,Model conversion funnel metrics,Documentation,Medium,High,To Do,7,77,61,0,2025-11-05,2025-11-17,4,5,NONE,Support handoff required,Backend,Data Science
T000163,E00342,P00163,Build reporting module,Code Review,Medium,Medium,Blocked,3,36,29,27,2024-11-07,2024-11-15,5,4,T000017,Internal improvement,Backend,Django
T000164,E00346,P00164,Model conversion funnel metrics,Analysis,Low,Low,In Progress,2,8,6,80,2024-03-26,2024-04-07,2,1,T000048,Cross-team dependency,Data/AI,Data Science
T000165,E00287,P00165,Migrate user mailboxes,Bug Fix,Medium,High,To Do,3,21,23,0,2023-03-21,2023-03-29,4,4,T000139,Client-facing deliverable,Quality/Security,Cybersecurity
T000166,E00404,P00166,Design checkout journey,User Story,Medium,High,In Progress,7,84,58,55,2024-01-21,2024-01-31,7,5,NONE,High visibility,Backend,JavaScript
T000167,E00163,P00167,Tune recommendation algorithm,Research,Medium,High,Done,5,20,23,100,2025-02-08,2025-02-17,2,3,NONE,Support handoff required,Data/AI,Deep Learning
T000168,E00347,P00168,Implement MFA enforcement,Design,Medium,High,Done,8,96,69,100,2023-03-26,2023-03-30,5,2,NONE,Security-sensitive,DevOps/Cloud,Linux; Git
T000169,E00147,P00169,Prioritize sprint backlog,Testing,Medium,Medium,In Review,6,72,80,93,2023-08-07,2023-08-09,6,3,NONE,Automation opportunity,Quality/Security,SQL
T000170,E00028,P00170,Refactor billing service,Testing,Medium,High,In Progress,5,35,39,42,2025-10-07,2025-10-18,5,2,T000126,Performance critical,Quality/Security,Python
T000171,E00093,P00171,Update design system components,Deployment,High,Medium,Done,10,60,50,100,2024-07-28,2024-08-25,15,3,T000128,Requires approval,DevOps/Cloud,JavaScript; UI/UX Design
T000172,E00084,P00172,Document partner workflow,Bug Fix,High,Critical,In Progress,10,110,124,25,2025-08-30,2025-09-21,8,2,NONE,Internal improvement,Quality/Security,SQL
T000173,E00438,P00173,Define release scope,Code Review,Low,High,In Progress,1,7,7,27,2025-10-06,2025-10-19,6,4,NONE,Support handoff required,Backend,UI/UX Design
T000174,E00431,P00174,Implement authentication flow,Feature Development,Low,Medium,In Progress,3,15,13,43,2026-04-26,2026-05-01,1,4,NONE,High visibility,Backend,PostgreSQL
T000175,E00130,P00175,Validate revenue attribution logic,Deployment,Medium,High,Done,3,15,11,100,2023-09-27,2023-10-11,3,5,NONE,Performance critical,DevOps/Cloud,Git
T000176,E00265,P00176,Prepare endpoint compliance report,Code Review,High,Low,To Do,8,56,31,0,2025-03-19,2025-04-06,20,5,NONE,Needs stakeholder sign-off,Backend,SQL
T000177,E00030,P00177,Automate checkout test cases,Deployment,Low,High,In Review,1,11,11,76,2024-01-27,2024-01-30,9,1,NONE,Requires approval,DevOps/Cloud,Git
T000178,E00067,P00178,Provision staging cluster,Feature Development,Medium,Medium,In Progress,8,32,20,73,2026-04-14,2026-04-16,2,2,T000020,Internal improvement,Backend,Linux; Docker
T000179,E00283,P00179,Model conversion funnel metrics,Documentation,Medium,Low,In Progress,3,21,21,42,2026-03-03,2026-03-05,1,2,NONE,Cross-team dependency,Backend,Data Analysis; Git
T000180,E00321,P00180,Set up secret rotation,Research,Low,High,To Do,2,14,13,0,2025-06-21,2025-07-04,5,2,NONE,High visibility,Data/AI,Kubernetes; Cybersecurity
T000181,E00018,P00181,Conduct access review,Research,Medium,Medium,To Do,5,40,45,0,2025-11-02,2025-11-04,2,5,NONE,Internal improvement,Data/AI,Linux; Cybersecurity
T000182,E00006,P00182,Draft product requirements,Deployment,Medium,Medium,In Progress,7,42,39,16,2023-12-12,2023-12-27,9,3,T000098,Automation opportunity,DevOps/Cloud,Git
T000183,E00342,P00183,Design checkout journey,Code Review,Medium,Medium,To Do,7,28,25,0,2023-10-20,2023-10-28,4,2,NONE,Security-sensitive,Backend,Git
T000184,E00269,P00184,Validate revenue attribution logic,Design,Low,Medium,Done,3,18,20,100,2024-12-28,2025-01-04,14,2,NONE,Security-sensitive,Backend,Data Science; MongoDB
T000185,E00116,P00185,Define release scope,Deployment,Medium,Medium,In Progress,7,49,52,30,2026-02-27,2026-03-03,1,1,NONE,Client-facing deliverable,DevOps/Cloud,Git
T000186,E00137,P00186,Deploy forecasting workflow,Research,Medium,High,Done,6,42,44,100,2026-03-05,2026-03-11,1,3,NONE,Security-sensitive,Data/AI,Machine Learning
T000187,E00417,P00187,Create responsive dashboard mockups,Testing,High,High,Done,10,110,121,100,2026-01-07,2026-02-04,9,2,NONE,Internal improvement,Quality/Security,UI/UX Design; Git
T000188,E00323,P00188,Validate revenue attribution logic,Design,Low,High,To Do,1,11,7,0,2025-10-30,2025-11-11,6,4,T000089,Client-facing deliverable,Backend,Azure; SQL; Git
T000189,E00384,P00189,Coordinate cutover plan,Deployment,Low,Medium,In Review,2,14,16,90,2025-05-02,2025-05-15,19,2,T000048,Support handoff required,DevOps/Cloud,Linux
T000190,E00198,P00190,Document vendor onboarding process,Testing,Medium,Medium,To Do,6,48,54,0,2023-12-07,2023-12-14,24,0,NONE,Needs stakeholder sign-off,Quality/Security,SQL
T000191,E00077,P00191,Build executive KPI dashboard,Bug Fix,Medium,Medium,Done,5,20,15,100,2025-09-30,2025-10-07,6,5,NONE,Requires approval,Quality/Security,PostgreSQL
T000192,E00262,P00192,Develop customer onboarding screen,Code Review,Medium,Medium,Done,5,20,18,100,2024-03-17,2024-03-19,15,1,NONE,Automation opportunity,Backend,PHP
T000193,E00107,P00193,Train churn prediction model,Documentation,High,High,Done,10,90,89,100,2024-05-02,2024-05-31,3,0,NONE,Needs stakeholder sign-off,Backend,AWS
T000194,E00069,P00194,Automate checkout test cases,Research,Low,Low,To Do,1,4,3,0,2025-08-26,2025-09-10,5,3,NONE,Support handoff required,Data/AI,Java
T000195,E00217,P00195,Train churn prediction model,Bug Fix,Medium,Critical,In Progress,5,45,48,64,2024-01-02,2024-01-13,3,2,NONE,Requires approval,Quality/Security,SQL
T000196,E00347,P00196,Prioritize sprint backlog,Documentation,Medium,High,Done,6,42,55,100,2025-12-28,2026-01-08,16,1,NONE,Automation opportunity,Backend,Git
T000197,E00338,P00197,Automate backup policy,Research,Low,High,Blocked,2,8,7,32,2026-02-25,2026-03-01,4,1,NONE,Support handoff required,Data/AI,DevOps; Linux; Git
T000198,E00249,P00198,Conduct access review,Code Review,High,Medium,In Progress,12,108,76,84,2025-01-08,2025-01-27,16,4,NONE,High visibility,Backend,Git; Docker
T000199,E00215,P00199,Implement authentication flow,Deployment,Medium,High,Done,7,56,63,100,2025-11-28,2025-12-13,4,1,NONE,Internal improvement,DevOps/Cloud,React; Spring Boot; Java
T000200,E00165,P00200,Build order management API,Deployment,Low,High,In Progress,1,4,5,22,2025-04-19,2025-04-30,3,3,NONE,Needs stakeholder sign-off,DevOps/Cloud,Laravel; Flask
T000201,E00277,P00201,Tune recommendation algorithm,Feature Development,Low,Medium,In Progress,3,18,19,43,2025-06-04,2025-06-16,8,2,NONE,Security-sensitive,Backend,SQL
T000202,E00082,P00202,Refine mobile navigation flow,Research,Medium,Medium,Done,5,20,24,100,2024-06-30,2024-07-05,13,5,T000112,Automation opportunity,Data/AI,JavaScript
T000203,E00187,P00203,Design checkout journey,Testing,High,Low,To Do,9,54,77,0,2024-12-04,2024-12-24,11,4,NONE,Client-facing deliverable,Quality/Security,UI/UX Design; React; JavaScript
T000204,E00143,P00204,Prioritize sprint backlog,Documentation,Low,Low,In Progress,1,8,9,79,2026-02-16,2026-02-20,21,5,NONE,Internal improvement,Frontend,UI/UX Design
T000205,E00494,P00205,Document vendor onboarding process,Deployment,Medium,Critical,In Progress,7,49,51,54,2024-08-28,2024-09-06,4,2,T000098,Client-facing deliverable,DevOps/Cloud,Linux
T000206,E00295,P00206,Update design system components,Code Review,Medium,High,In Progress,5,40,49,55,2026-01-13,2026-01-20,1,4,NONE,Security-sensitive,Backend,UI/UX Design
T000207,E00273,P00207,Implement MFA enforcement,Bug Fix,High,Low,In Progress,9,72,74,53,2024-07-07,2024-07-14,2,5,NONE,Support handoff required,Quality/Security,Cybersecurity
T000208,E00131,P00208,Refine mobile navigation flow,Feature Development,Medium,Critical,To Do,6,24,24,0,2024-10-25,2024-11-07,6,2,NONE,Client-facing deliverable,Backend,Git
T000209,E00236,P00209,Validate feature pipeline,Deployment,Low,Medium,Blocked,3,24,14,16,2026-03-24,2026-03-27,9,0,NONE,Needs stakeholder sign-off,DevOps/Cloud,Git
T000210,E00109,P00210,Prepare model monitoring dashboard,Research,Medium,Medium,In Progress,4,32,43,60,2024-02-14,2024-02-18,2,0,NONE,Security-sensitive,Data/AI,Machine Learning
T000211,E00112,P00211,Automate backup policy,User Story,Medium,Medium,In Progress,3,18,14,66,2025-07-30,2025-08-08,13,0,NONE,Cross-team dependency,Backend,Linux; Cybersecurity; Git
T000212,E00380,P00212,Track milestone risks,Testing,Low,Low,To Do,1,8,10,0,2025-10-02,2025-10-10,5,4,NONE,Requires approval,Quality/Security,SQL
T000213,E00209,P00213,Update resource forecast,Analysis,High,High,In Progress,12,120,133,54,2023-03-17,2023-03-24,1,1,NONE,Security-sensitive,Data/AI,Data Analysis
T000214,E00239,P00214,Roll out device encryption policy,Research,Medium,Low,In Review,8,88,60,81,2025-03-11,2025-03-19,2,1,NONE,Automation opportunity,Data/AI,Azure; SQL; Cybersecurity
T000215,E00267,P00215,Define release scope,Testing,Low,High,To Do,3,33,35,0,2026-02-24,2026-03-08,10,0,NONE,Requires approval,Quality/Security,UI/UX Design; Data Analysis
T000216,E00136,P00216,Execute performance test plan,Code Review,Low,Medium,To Do,1,8,4,0,2024-10-01,2024-10-15,1,5,T000162,Security-sensitive,Backend,Java
T000217,E00182,P00217,Review IAM policy changes,Code Review,Medium,Medium,Done,5,55,62,100,2024-11-20,2024-12-02,2,5,T000116,Needs stakeholder sign-off,Backend,Cybersecurity; AWS
T000218,E00071,P00218,Define release scope,Documentation,Medium,Low,Blocked,7,77,68,60,2025-12-11,2025-12-21,2,4,NONE,Automation opportunity,Backend,SQL; UI/UX Design; Data Analysis
T000219,E00079,P00219,Build executive KPI dashboard,Bug Fix,High,Low,In Review,8,72,62,97,2023-11-25,2023-12-19,1,0,T000040,Support handoff required,Quality/Security,SQL
T000220,E00090,P00220,Prioritize sprint backlog,Deployment,Medium,Low,To Do,8,48,49,0,2023-06-13,2023-06-25,9,2,T000159,Cross-team dependency,DevOps/Cloud,Git
T000221,E00167,P00221,Tune recommendation algorithm,Feature Development,Low,Critical,In Progress,3,33,47,64,2025-10-31,2025-11-15,3,5,NONE,Internal improvement,Backend,SQL
T000222,E00356,P00222,Deploy forecasting workflow,Analysis,High,Medium,In Progress,12,120,106,49,2023-03-29,2023-04-05,3,4,NONE,Support handoff required,Data/AI,Data Science
T000223,E00571,P00223,Implement MFA enforcement,Analysis,Low,Low,In Progress,1,9,6,65,2025-01-12,2025-01-26,3,4,NONE,Needs stakeholder sign-off,Data/AI,Kubernetes
T000224,E00038,P00224,Write regression test suite,Bug Fix,Low,Critical,In Review,2,12,15,83,2023-12-25,2024-01-05,6,5,NONE,High visibility,Quality/Security,Testing
T000225,E00162,P00225,Set up secret rotation,Code Review,Low,Critical,In Review,3,33,47,80,2026-01-10,2026-01-18,1,0,NONE,Automation opportunity,Backend,Cybersecurity
T000226,E00177,P00226,Patch vulnerable dependency,User Story,Low,Medium,Done,2,24,24,100,2025-08-25,2025-09-05,6,3,NONE,Needs stakeholder sign-off,Backend,DevOps; Git
T000227,E00264,P00227,Create responsive dashboard mockups,Feature Development,High,High,In Progress,12,84,102,44,2026-03-11,2026-03-18,1,2,NONE,Internal improvement,Backend,JavaScript
T000228,E00410,P00228,Set up secret rotation,Analysis,Medium,Critical,Done,3,18,23,100,2023-07-09,2023-07-20,1,3,NONE,Support handoff required,Data/AI,Azure
T000229,E00309,P00229,Patch vulnerable dependency,Code Review,High,High,In Progress,11,132,110,54,2026-01-27,2026-02-13,5,4,NONE,Needs stakeholder sign-off,Backend,DevOps
T000230,E00013,P00230,Write regression test suite,Feature Development,Low,High,In Progress,3,33,29,34,2025-09-05,2025-09-10,12,3,NONE,Cross-team dependency,Backend,Python
T000231,E00062,P00231,Model conversion funnel metrics,Documentation,Low,High,In Progress,2,14,17,30,2025-02-16,2025-02-27,5,1,T000103,Performance critical,Backend,Python; Data Science
T000232,E00359,P00232,Audit admin access requests,Testing,Medium,High,In Review,7,56,76,97,2023-09-16,2023-09-26,2,1,T000032,Client-facing deliverable,Quality/Security,Cybersecurity
T000233,E00244,P00233,Prepare model monitoring dashboard,Design,Medium,Medium,In Progress,3,18,20,31,2025-11-03,2025-11-11,1,2,NONE,Security-sensitive,Data/AI,Data Analysis; SQL; Docker
T000234,E00010,P00234,Migrate user mailboxes,Testing,Medium,High,In Progress,4,48,38,33,2024-09-09,2024-09-14,6,2,NONE,High visibility,Quality/Security,SQL
T000235,E00176,P00235,Configure observability alerts,Deployment,Low,Medium,To Do,3,27,38,0,2024-12-05,2024-12-11,36,5,NONE,Security-sensitive,DevOps/Cloud,Docker; Azure
T000236,E00110,P00236,Validate revenue attribution logic,Research,Low,Low,In Progress,2,24,21,35,2025-06-01,2025-06-06,11,5,T000126,Security-sensitive,Data/AI,SQL; Python; MongoDB
T000237,E00203,P00237,Build order management API,Code Review,High,High,In Review,11,121,112,79,2025-04-24,2025-05-08,10,2,NONE,High visibility,Backend,Spring Boot
T000238,E00081,P00238,Deploy forecasting workflow,User Story,Medium,Low,To Do,7,77,82,0,2024-04-14,2024-04-24,6,1,NONE,Cross-team dependency,Backend,Python
T000239,E00129,P00239,Upgrade CI pipeline,Analysis,Low,High,In Review,1,8,10,78,2025-04-29,2025-05-13,19,1,T000207,Client-facing deliverable,Data/AI,Kubernetes
T000240,E00019,P00240,Validate revenue attribution logic,Analysis,High,Critical,In Progress,11,77,91,35,2023-09-25,2023-10-04,12,1,NONE,Needs stakeholder sign-off,Data/AI,Data Science
T000241,E00150,P00241,Build order management API,User Story,Low,Low,In Progress,3,24,26,53,2025-01-26,2025-02-09,5,3,NONE,Security-sensitive,Backend,PostgreSQL; SQL
T000242,E00152,P00242,Update resource forecast,Testing,Medium,High,In Progress,5,25,27,84,2023-09-08,2023-09-22,3,2,NONE,Requires approval,Quality/Security,SQL
T000243,E00135,P00243,Update resource forecast,Documentation,High,High,In Progress,13,104,104,45,2025-11-17,2025-11-20,15,3,T000229,Automation opportunity,DevOps/Cloud,SQL
T000244,E00207,P00244,Migrate user mailboxes,Analysis,Medium,High,In Progress,8,88,98,25,2026-04-11,2026-03-02,1,3,NONE,Requires approval,Data/AI,Git
T000245,E00107,P00245,Automate checkout test cases,Feature Development,Medium,Medium,To Do,8,96,42,0,2025-12-09,2025-12-23,8,0,T000223,Cross-team dependency,Backend,Python
T000246,E00235,P00246,Develop customer onboarding screen,Research,Medium,High,Done,3,33,30,100,2025-11-05,2025-11-20,7,2,NONE,Automation opportunity,Data/AI,SQL
T000247,E00452,P00247,Design checkout journey,Testing,Medium,High,Done,3,21,22,100,2025-11-19,2025-11-27,12,0,NONE,High visibility,Quality/Security,React
T000248,E00050,P00248,Roll out device encryption policy,User Story,High,Medium,To Do,12,48,35,0,2026-02-07,2026-02-28,1,2,NONE,Internal improvement,Backend,SQL
T000249,E00250,P00249,Resolve SSO incident,Analysis,Medium,High,Blocked,5,55,43,64,2023-12-07,2023-12-20,8,0,NONE,Requires approval,Data/AI,Cybersecurity; Linux
T000250,E00039,P00250,Validate release candidate,Deployment,Low,Medium,To Do,3,33,31,0,2023-12-06,2023-12-14,11,1,NONE,High visibility,DevOps/Cloud,Git
T000251,E00390,P00251,Automate backup policy,Deployment,High,High,In Review,9,36,49,91,2026-02-25,2026-03-15,3,2,NONE,Security-sensitive,DevOps/Cloud,Git
T000252,E00176,P00252,Resolve SSO incident,Feature Development,Medium,High,In Review,3,18,24,77,2025-05-10,2025-05-17,7,3,NONE,Needs stakeholder sign-off,Backend,Git
T000253,E00145,P00253,Validate feature pipeline,Documentation,Low,Critical,Done,1,11,9,100,2024-08-31,2024-09-05,1,4,T000176,Support handoff required,Data/AI,Git; PostgreSQL
T000254,E00069,P00254,Investigate suspicious login events,Research,Medium,Medium,Done,3,24,23,100,2024-01-28,2024-02-03,1,4,NONE,Client-facing deliverable,Data/AI,Cybersecurity; Docker; Git
T000255,E00019,P00255,Analyze user feedback trends,Code Review,Low,High,In Review,3,30,29,77,2024-02-19,2024-02-21,5,0,NONE,Automation opportunity,Backend,SQL
T000256,E00134,P00256,Investigate suspicious login events,Code Review,Low,Critical,Done,2,20,18,100,2025-02-16,2025-02-24,4,5,T000232,Internal improvement,Backend,Docker; Cybersecurity
T000257,E01025,P00257,Analyze user feedback trends,Documentation,High,Low,Done,8,40,41,100,2023-04-19,2023-05-13,1,2,NONE,Support handoff required,Frontend,UI/UX Design
T000258,E00555,P00258,Update design system components,Code Review,High,Critical,In Review,12,60,49,94,2024-03-12,2024-03-17,2,0,NONE,Support handoff required,Backend,JavaScript
T000259,E00343,P00259,Conduct access review,Code Review,High,Medium,In Progress,11,99,74,27,2025-04-21,2025-04-30,6,5,NONE,Requires approval,Backend,Kubernetes; Git; DevOps
T000260,E00047,P00260,Implement MFA enforcement,Analysis,Low,Medium,Blocked,2,14,11,41,2025-11-05,2025-11-07,3,3,NONE,Requires approval,Data/AI,Linux; DevOps; Docker
T000261,E00222,P00261,Deploy forecasting workflow,Testing,Low,Medium,In Progress,2,14,15,24,2024-12-04,2024-12-11,25,3,T000217,High visibility,Quality/Security,SQL
T000262,E00046,P00262,Analyze user feedback trends,User Story,Medium,Critical,Done,6,66,54,100,2024-07-12,2024-07-24,4,0,NONE,Requires approval,Backend,SQL
T000263,E00271,P00263,Build order management API,Deployment,Medium,Medium,Done,8,48,57,100,2024-01-29,2024-02-04,1,0,T000142,Automation opportunity,DevOps/Cloud,Git
T000264,E00260,P00264,Roll out device encryption policy,Research,Medium,High,In Progress,8,64,55,50,2026-03-15,2026-03-19,3,4,T000015,Client-facing deliverable,Data/AI,AWS; Git
T000265,E00009,P00265,Integrate payment gateway,Feature Development,Medium,Medium,Done,8,80,84,100,2025-08-12,2025-08-14,14,2,T000253,Internal improvement,Backend,PostgreSQL
T000266,E00303,P00266,Prepare endpoint compliance report,Feature Development,Low,Low,Done,1,4,4,100,2023-03-11,2023-03-21,1,2,NONE,Internal improvement,Backend,SQL
T000267,E00172,P00267,Test API contract changes,Design,Medium,High,To Do,6,60,59,0,2025-03-06,2025-03-08,7,5,NONE,Cross-team dependency,Quality/Security,Testing; JavaScript
